	OPC-like	AC-like	MES1_like	MES2	Other	NPC-like	MES1
SHISA3	0.0	0.0	0.0	0.0011711364459326	0.0	0.0	1.3873327864579972e-05
AC080132.1	6.783169326233615e-05	1.4922131839304052e-05	7.8011256932196e-06	5.053765231940477e-05	5.90340004033033e-05	2.6327583013680916e-05	9.982574710405932e-06
GABRG1	9.377363686896208e-05	0.0005734704646194	0.0	0.0	0.0	0.0001703166818294	0.0
GABRA2	2.5683127157311407e-06	0.0004916291634231	7.649555577669992e-05	0.0001593972215923	0.0001913685636021	0.0002316587687137	0.0
OCIAD2	0.0	0.0013823223112923	0.003078948613152	0.0004569878781629	0.0001658457013768	3.507728433251957e-05	0.0007806847935883
SPATA18	0.0	4.5477395085509974e-05	0.000941562571162	0.0	0.0004357476895919	0.0	0.0015522989537495
RASL11B	0.0001280346736692	0.0002114755542468	0.0	2.902279896419868e-05	4.7847600261565825e-06	0.0002684371979983	0.0
GSX2	0.0	0.0011999800859016	0.0	0.0	0.0	0.0001940696729605	0.0
PDGFRA	0.0030998769000236	0.0	0.0	0.0001104912940654	0.0	0.0038751622811238	0.0001643507950838
KIT	0.0	0.0001522449505404	2.676203245411186e-05	1.3121142054243452e-05	0.0003178160317514	0.0012620598265314	0.0001221256163232
KDR	0.0	0.0	0.0008250272441062	0.0	0.0	0.0	0.0012287246949069
HOPX	0.0	0.0005699220781756	0.0001128452711716	0.0	0.0030238018666324	0.0	0.0017245932056405
SPINK2	0.0	8.946474735984345e-05	0.000160714870402	0.0002902277926579	0.0002135359149722	0.0	1.1546739544974982e-05
IGFBP7	0.0	0.0013310935785345	0.0026526252072007	0.0	0.0	0.0	0.0014188730607256
UGT2B7	5.82151274905379e-05	7.27004670433044e-05	0.0	0.0002019001243188	0.0001196484683502	6.202305943554669e-05	0.0
CSN1S1	0.0	0.0	0.0	0.0	0.000232048614655	2.157728625817379e-05	0.0
JCHAIN	0.0	0.0001458611297069	0.0	0.0	0.0	0.0016868598384821	0.0
SLC4A4	0.0	0.0008895174641127	0.0009907462844669	0.0	0.004442348399516	0.0	0.0014315026583621
CXCL8	0.0	3.542750703116148e-05	0.0002803555080238	0.0025018884982348	0.0	0.0	0.000510296756092
CXCL6	0.0	9.680254738063733e-06	6.565538490248751e-05	0.0003356810462484	0.0	0.0	0.0001022251490059
CXCL1	0.0	0.0	0.0004003415630275	0.0003753283135359	0.0	0.0	0.0002075750706303
CXCL5	0.0	0.0	0.0	0.000413040259428	0.0	0.0	0.0006189347369806
CXCL3	0.0	7.132734938350893e-05	0.0	0.0014890958413466	0.0	0.0	0.0014001629716838
CXCL2	0.0	0.0007858036201388	0.0004644069993391	0.0022948171869716	0.0	0.0	0.0007837427915544
EREG	0.0	0.0	8.325487232355009e-05	0.0001638959136946	0.0	2.316519598817475e-06	0.0005394437655632
CXCL9	0.0	4.514418175848618e-05	6.935711156910711e-05	1.4999443645628945e-05	0.0001923411125395	0.0	2.376150351915996e-06
CXCL10	0.0	0.0003375484121553	0.0	0.0001546138644638	0.0004988519236775	0.0	0.0
CXCL11	0.0	0.0001031515286703	0.0	0.0	0.0008320218155782	0.0	8.691040260961527e-06
AC110795.1	0.0	2.5017154815183955e-05	4.273397647957683e-06	2.619941258089874e-05	3.3494785513115126e-05	5.543203914774108e-07	0.0
CXCL13	0.0	6.260861365411588e-05	1.0100315123356908e-05	5.560249299021329e-05	1.0552514264615884e-05	0.0	1.2575006303348677e-06
FRAS1	0.0	2.658480076128712e-05	0.0	0.000334544312711	0.000432914672295	0.0007676165967808	0.0
LINC01094	0.0	0.0029362309119411	0.0001190225585766	0.0	0.0	2.6738700620743496e-05	0.0
AC104827.1	0.0	1.6708987053573424e-05	9.517502634098793e-05	0.0	0.0	4.014748709540424e-06	0.0
SPARCL1	0.0002573776271888	0.0032058934449827	0.0012978846024179	0.000221358003453	0.0011754082211556	0.0	0.0021440071349605
IBSP	0.0	0.0002034311385946	0.0	0.0	0.0	7.016356890063403e-06	0.0001414535281985
SPP1	0.0	0.0001827283344533	0.0023969758202773	0.0	9.439094222210036e-05	0.0	0.001809108066339
MMRN1	0.0	0.000185457555739	7.0191177608617725e-06	9.341457478907531e-05	8.155010132130054e-05	1.7753153600300612e-06	0.0
ADH1C	0.0	9.261320075343524e-05	0.0	0.0	2.3086665129931543e-06	8.543128385013868e-05	0.0
DDIT4L	0.0	0.0018697406272466	0.0	0.0013848104004706	0.0002407943610191	0.0	0.0
SLC39A8	0.0	0.0006497082462258	0.0019302471857101	0.0006820401629569	0.0	0.0	0.0007457393818275
CXXC4	0.0028074707536313	0.0001340259239377	0.0	0.0	1.5331306726893995e-05	0.0030410246519193	0.0
NPNT	0.0	0.0001203861167172	0.0001601851234239	0.0012237247141615	0.0025289322826011	0.0	0.0002873090704761
DKK2	0.0	1.652522404489797e-05	0.0008992697169853	0.0	0.0	4.192085145337731e-06	0.0
ETNPPL	3.6916795577564904e-05	0.0014925894231743	6.522974608911045e-05	0.0	0.0	0.0	0.0
CFI	0.0	0.0016862299859463	0.0027132908558234	0.0	0.0	0.0	0.0018130679072706
ELOVL6	0.0008931829265007	2.7503066994374848e-05	0.001506564920603	0.0017991941284454	0.0008941434148539	0.0004484256904788	0.0004688143547493
NEUROG2	8.887630578019708e-07	0.0	5.104916757810994e-05	6.653601686227209e-05	4.171307351491477e-05	0.0003768665417074	4.7150924297713814e-05
ARSJ	0.0	0.0	0.0027689162436959	0.0008051497601037	0.0005954561776967	0.0	0.001063364767919
UGT8	0.0052248992944666	0.0	0.0	0.0	0.0	0.0007489969230369	0.0
AC093765.5	7.182021569581115e-05	3.6276302407059183e-06	5.501927981627455e-05	0.0	2.0853376186816925e-05	0.0	0.0
NDST3	0.0002897303580909	0.0001979845423911	0.0002988648036019	0.0	8.555590586261672e-05	0.0004068476063822	0.0
PRSS12	5.307518895462606e-05	0.0	5.9471687641897274e-05	0.0	0.0002499511170455	0.0002589085870098	0.0007886417768478
SYNPO2	0.0	0.0013999981954202	0.0009002794984903	0.0	0.0	6.908362952833115e-05	0.0
USP53	0.0	0.000322617213472	0.0018916602449066	0.0008653724401483	0.0009052898396764	4.052184735050379e-06	0.0003726667731868
AC026402.2	2.884613403473812e-05	6.554235101909243e-05	2.174260184159544e-05	0.0001587650993537	0.0001709894475829	0.0	6.967560431255528e-06
SLC7A11	8.156975063344556e-05	0.0020891745658918	0.0002036790898459	0.0007644828662023	0.0012216954477981	2.988955299170158e-05	9.154266182582931e-05
LINC02432	9.059211160179466e-05	5.192011626788309e-05	4.031390398527965e-05	3.168971375494128e-06	6.307571106750294e-05	0.0	0.0001489433966542
HHIP	1.0593565415404096e-05	0.0002492461146667	0.0001032464113924	0.0003742460119769	0.0002544464125693	0.0001499842627437	0.0
EDNRA	0.0002113450940385	0.0015059680072018	0.0005592061350364	0.0002059625689734	0.0	8.57982903391074e-06	0.0
AC079340.3	8.02595853138094e-05	0.0	0.0	0.0	1.5230565906171328e-05	0.0	0.0
SFRP2	0.0	0.001631113749515	0.0	0.0	0.0	0.0002663846409581	0.0
NPY2R	0.0	0.0	0.0	0.0	0.0003392311764119	0.0	0.0018963382654167
TDO2	0.0	0.0003837683948762	1.3611395790352162e-05	0.0003383534505122	0.0	0.0	0.0003537917773447
GRIA2	0.0056033223837012	0.0	0.0002627046675185	0.0	0.0006266751801271	0.0017114942897341	0.0002714370209926
GASK1B	0.0	0.0017176918470373	0.001933061037603	0.0004471520535671	0.0	0.0	0.0010776352648448
LINC02233	0.0	0.0	5.539977432961517e-06	3.61965275282692e-06	8.402016312958844e-06	4.278853900011229e-05	0.0
AC022272.1	0.0001314672229359	0.0	0.0	0.0	0.0	0.0	0.0
NPY1R	0.0	0.0	0.0016250662410467	0.0	3.7940705616147434e-05	0.0001142801162364	7.412482046067783e-05
APELA	5.280760576415364e-06	1.1542190336550776e-05	0.0002072201146766	0.0	4.962079801328417e-06	2.1440007911833673e-07	0.0
MSMO1	0.002991539001293	0.0005539812938863	0.0012018476987305	0.0005995063670021	0.0002976250702018	0.0	0.0005828159330701
CPE	0.0007979665391181	0.0021858429631655	0.0015287724232838	0.0006558780253218	0.0005876092053373	0.0002822921633054	0.001876737735544
PALLD	0.0009794257882037	0.0026944750935958	0.0006207914987105	0.0018862154212375	0.0002960859051492	0.0006681545356605	0.001477164145277
AC034159.2	2.555197520663598e-07	0.0001370938196766	0.0	0.0	6.9444549714225335e-06	3.639673712823969e-05	0.0
SCRG1	0.0018334947988254	0.0012917796827277	0.0015731880617339	0.0	0.0006313686924478	0.0	0.0008946617522271
GLRA3	0.0016156156598772	0.0	0.0	0.0	0.0	0.000996549326265	0.0
AC131094.1	0.0	0.0	4.7556065429361355e-05	0.0	2.636406816480005e-05	0.0003133658481177	0.0
TENM3	0.0	0.0	0.0033343081884551	0.0	0.0	0.0	0.0
ENPP6	7.732378007731652e-05	0.0	0.001970643948031	0.0	0.0003457491010303	0.0	0.0004228855294927
CENPU	0.000390401432025	0.0	0.000186935402387	0.0001646674887828	0.0016162771163254	0.0002536369295412	3.5672516066980904e-05
PDLIM3	6.863757397576229e-05	0.0013071238068845	0.0005926214102133	0.0010985780322248	0.0008395033040616	0.0001250782080573	0.0012596331613955
FAT1	0.0001610245806169	0.0007962216181661	0.001088082301239	0.0018579753921456	0.0015225356098137	8.799851624776503e-05	0.0006935228535502
AC097652.1	8.952409081080345e-05	0.0	0.0	0.0	2.719161818016707e-05	0.0	0.0
IRX1	3.090156702685941e-05	0.0002662659944328	0.0005660963181695	0.0007452295145319	0.0	0.0007222939618206	0.0001807905823512
AC010266.2	0.0	0.0001161816504749	0.0	5.753904220796432e-05	0.0	0.0001773999625923	2.3353228509237548e-05
BASP1	0.0014235153507082	0.00010482441832	0.0	0.0	0.0	0.0051289727050622	0.0
BASP1-AS1	0.0001908129897075	5.569939881855772e-05	5.748681060365657e-06	5.605680502548569e-05	0.0	0.0007590748968172	1.7138633419868586e-05
LINC02218	1.858673936884018e-05	0.0	0.0	0.0002057150397618	0.0	0.0	0.0
CDH6	2.0157789060675157e-05	6.627950562062712e-05	0.0003678030255984	0.0008100426353598	0.0027512373162473	0.0	6.072853717078228e-05
PDZD2	0.0004228733642726	9.030070256611706e-06	0.000510381157417	0.0005027094878338	0.0009010414489567	0.0001548972212811	0.0019163327408379
RAI14	0.0003952962836524	2.4649549199722298e-05	0.0015351271294744	0.0022557960329122	0.0003206145134896	0.0003882416039667	0.0007587466703596
IL7R	0.0	3.1127020539426e-05	0.0	0.0002819144306665	5.513170713759065e-05	0.0004616802787671	0.0005398216159652
CAPSL	0.0	0.0004540809118121	0.0	0.0	2.5301855090272017e-05	2.2331709420964905e-05	0.0
OSMR	0.0	0.0005324232419769	0.0011259225689548	0.001805734954493	0.0003583125965199	0.0	0.0023498001153153
PTGER4	0.0	4.496660708847129e-05	0.0012782902466604	0.0005405894302348	0.0	0.0002355611286155	0.0001143392581672
C6	0.0	0.0005408781625515	0.0	0.0	3.6396890853210904e-05	4.148581966649978e-05	0.0
PLCXD3	5.336567469576045e-05	0.0003619477849375	0.0003969502821913	0.0002220874396271	0.0	0.0001137629960323	0.0
SELENOP	0.0001230502036419	0.0023728870687924	0.0005304672320719	0.0004907514149102	0.0012389099753719	0.0	0.0013032410310594
HMGCS1	0.0040274152906465	0.0004871828266324	0.0002783032006948	0.0005483795985504	0.0009855833048958	6.195823153300939e-05	0.0003288797885183
HCN1	3.175988974742775e-05	0.0	8.12880604243328e-05	0.0001843764515338	0.0001938241270852	7.600940638212656e-05	0.0
AC010478.1	7.128001894241548e-05	0.0	1.287446795715884e-05	0.0001184644967668	4.216621456052839e-05	3.312745861538151e-05	0.0
ISL1	0.0	2.964832004425227e-05	0.0	0.0	0.000106503965805	0.0002200336695114	0.0
ITGA1	4.0563484814722525e-05	0.0	0.0002256694889565	0.0005416198807688	0.0001960979275847	0.0	0.0005185275362913
ITGA2	0.0	0.0006591372151636	0.002273845213903	0.0007485276946878	0.0001683067948094	0.0	0.0002175548453565
FST	4.608038253148847e-06	0.0	5.57019830031983e-05	0.0001512318471156	0.0	0.0	0.0017779287344107
ESM1	0.0	0.0	0.0004377525824289	4.838954793528711e-05	3.190515383113347e-05	2.2776190618659773e-05	0.0
GZMK	0.0	5.261972156519457e-05	0.0	4.33794409302552e-05	9.239036393120284e-05	0.0001681451009123	0.0005020091688318
GZMA	0.0	3.440631721492879e-05	0.0	0.0001329343106091	0.0001082995210124	5.0649506902856145e-05	0.0003258171479246
MAP3K1	0.0009043926692941	0.0	8.497026956847508e-05	0.0002040122617499	0.0019783148142425	0.0021452458956055	0.0
PLK2	0.0002945528523184	0.0	0.0016790188291713	0.0006280740644401	0.0013387306491539	0.0007775880258461	0.0
RAB3C	0.0003893632449781	0.0	0.0	0.0	0.0001836771665849	0.0036328260380529	0.0
SHISAL2B	0.0003843559028366	0.0	0.0	0.0	0.0	0.0015823548259869	0.0
MAP1B	0.0003005789748779	0.0012185301370054	0.0012553575885504	0.0005864459317965	0.0005058450510295	0.0008961930796273	0.0031008786773797
ENC1	0.0	0.0	0.0011161459257343	0.0009259274888624	0.0008355717487431	0.0012035588110847	0.001883517580229
IQGAP2	0.0001147185172166	0.0005660505311973	0.0011233261214257	0.0	0.0011471672440276	0.0001007774863587	0.0012993658300622
PDE8B	0.0016804403760823	0.0008725879883245	0.0013661534398011	0.0	0.0005208906206135	0.0	0.0011783838839638
CMYA5	3.347229356927746e-05	0.0002275437767236	0.0019802070910816	0.0001675453416373	0.0008404013638915	2.344160392868472e-05	0.0007675657869433
THBS4	0.0002243799294304	0.0004028682885653	0.0004565529920375	2.536407695906898e-07	0.0027150892485275	0.0	0.0001509473762318
SERINC5	0.0027918262633278	0.0002837056368237	0.0009045927581708	0.000532390247681	0.0	0.0030130138799317	0.0
VCAN	0.005039094152073	0.0014299606811793	0.0002845131130944	0.0005635788373959	0.0004751024756373	0.0014875356531942	0.0007896531438022
HAPLN1	0.003667234304853	0.0	0.0	0.0	0.0005483609572681	0.0	0.0
EDIL3	0.0012860260594567	2.461077961820243e-05	0.0009801449432481	0.0003289958848225	0.0	0.0010203548916968	0.0
ADGRV1	7.207047937384615e-05	0.0019729845363203	0.0003963512027409	0.0	0.0005969169230493	0.0001909273845523	0.0
LUCAT1	0.0	0.0	0.0001353645827327	0.0022839561533439	0.0	0.0	9.205894876228712e-05
GLRX	3.536399096557335e-06	0.0020600475398823	0.0002410591920011	0.0010851236057225	0.0002592997653594	0.0001131282298203	0.0013272808893036
ELL2	0.0002564482318713	0.0016018600093382	0.0011146734117006	0.0019610912597848	0.0002747588003871	0.0002513796976642	0.0015136404278589
PCSK1	0.0	0.0	0.0013975902810778	0.0003352979522003	0.0	0.0	0.0027966863799592
LIX1	7.707060733034879e-05	0.0028685123312676	0.0001436878957354	0.0	0.0007370221432624	2.39965160802208e-05	0.0
RGMB	0.0031079910106054	0.0002964636534081	0.0002784075794254	0.0007617927160927	0.0005449541267573	0.0017073691738403	0.000420026080907
ST8SIA4	0.0	0.0003968505920825	0.001036693582794	2.8362038415151337e-05	0.0003754520000568	0.0004458327281241	0.0009949114586731
MAN2A1	7.21083211453623e-05	0.0003129613657586	0.0035010200060983	0.0003200476038923	0.0003607628574761	9.845023535297742e-05	0.0005473280440811
TSLP	0.0	1.2528555758168102e-06	5.801672480496754e-05	0.0006655340093631	0.0	0.0	0.0007788811208863
MCC	3.231383378666442e-05	0.0004452301949992	0.0019652051885436	0.0008156004090031	0.0013972258990605	8.258387019755668e-06	0.0017730884282397
SEMA6A	0.0002172293823808	0.0007928497627316	0.0003788271834708	3.46086780061551e-06	0.0017162297299703	0.0003345769473949	0.0024150656200091
TNFAIP8	0.0	5.961120626445669e-05	0.0001721815713418	0.0015371514443311	0.0	0.0	0.000624097964461
AC113418.1	0.0	0.0	0.0	0.0006679136171025	0.0	0.0	0.0
LOX	0.0	0.0	0.0	0.0047092632703654	0.0	0.0	0.0
FBN2	0.0003510373151776	0.0	0.0006532718030435	0.0003388023693417	0.0007231558736794	3.6187965853796706e-05	5.781078682549136e-05
P4HA2	0.0	0.0	0.0021187125690428	0.0027061899360661	0.0	0.0	0.0006284059321982
PDLIM4	0.0	0.0008258087380371	0.0002570483052301	0.0014650516919748	2.454110494289733e-05	0.0	0.0020814662652498
IRF1	0.0001091656138051	0.0009515861949445	0.0006601798461531	0.0010758765557261	0.001444722615959	9.381725119877554e-05	0.0009772913963182
PITX1	1.2103891398872846e-05	0.0	0.0019606255962686	0.0	6.888799365850547e-05	2.9836616841263716e-05	0.0007426110475022
CXCL14	0.0001287913068991	0.0004796924126389	0.0030770975594216	0.0002315422196391	0.0	0.0004177872218487	0.0012482836962531
TGFBI	0.0	0.0012627250294063	0.0008817226549386	0.0012755638924561	0.0	0.0	0.0005463062667805
SMIM32	0.000148770383163	0.0003168295329776	0.0	0.0001193468863774	0.0	0.0	7.1003142164112204e-06
SPOCK1	0.0004094395463941	0.000273235562983	0.0022193329866682	0.0001672322918999	0.0004498987631326	0.0003406024316893	0.0008566466405384
ECSCR	0.0	0.0	0.0	0.0001074315750215	0.000862043637218	0.0	0.0
PSD2	0.0038212682557114	0.0006048318485459	0.0	0.0	0.0006974230364839	4.001351049966683e-05	0.0
HBEGF	0.0001479122313199	0.0003856017936849	0.0015186417765393	0.0007814379365103	0.0001508654769885	5.7283855310664464e-05	0.0011168284786124
PCDHB2	0.0001349424994218	9.734964365309388e-05	0.0003390548892666	0.000810934975748	0.0004940971901904	0.0016031705696015	0.0
PCDHB4	0.0016549253509482	0.0012996498749647	0.0	0.0	0.0	0.0	0.0016381562421598
PCDHGA9	0.0004424323044661	0.0	0.0	0.0	0.0005663705073233	0.0	0.0022382177389502
AC005618.2	6.272436390375672e-05	0.0	0.0	2.5513699731190143e-05	0.0	0.0	0.0
ARAP3	0.0	0.0	0.0023276102556215	0.0003074069836441	0.0011598543227891	0.0001008667971117	0.0001271141109068
PCDH12	0.0	0.0	0.0	3.9522777594605275e-05	0.0005508781029511	0.0	0.0
SPRY4	0.0002038662319412	0.0	0.0003913047753661	0.0	0.0017995401159996	2.0058781998346428e-05	0.0019887208707993
FGF1	0.0	0.0019289650878335	0.0	0.0	0.0021809913112906	0.0	0.0011010252069492
ARHGAP26	0.0	4.98857695824634e-05	0.0009525657436677	0.0	0.0013997645646663	0.0001432330665875	0.0014046485319273
SPINK1	0.0	0.0	0.0	0.0012932871570456	0.0	0.0	0.0
SCGB3A2	0.0	0.0001536617099459	0.0	0.0	0.0	4.442968750504292e-05	0.0
SLC26A2	0.0003013975335253	7.534564777103183e-05	0.0013613396621426	0.00056179693732	0.0008569446190002	0.000253611300808	0.0015616822016358
CD74	0.0	0.0025571813339763	0.000132098616476	0.0	0.0021773814872498	0.0	0.0
SYNPO	0.0	0.0004922329741813	0.0011652740844015	0.0022660828386266	6.067084042879236e-05	0.0	0.0009014040451455
GPX3	0.0	0.0008339674028157	0.0	0.0002325873310076	3.255996563725484e-05	0.0	0.0006534671082878
NMUR2	8.48798722538851e-06	0.0002900796893581	0.0	0.0	1.8802940112212955e-05	5.220165905342544e-05	0.0
GRIA1	0.0012184912107295	0.0005019239392628	0.0005297636044635	0.0003439918553905	0.002692864755033	0.0007250444059588	0.0
GALNT10	0.0016086865594718	0.0014466966402537	0.0024897433643204	0.0003569643696183	0.000427466367784	0.0003936233983429	0.0
FNDC9	0.0	0.0002811904964167	1.6392862933286474e-06	3.057135824949303e-05	2.181420901890168e-05	0.0004628706608755	0.0
ATP10B	0.0006367875697385	0.0003671450916917	0.0	0.0002353617645508	0.0002443680397392	0.0003162496066564	9.822417138371117e-06
GABRB2	0.0002370855697343	7.722669429908918e-05	0.0002198369499934	0.0001596954347621	0.0	0.0005651961948064	0.0
GABRG2	0.0005951112472044	0.0	0.0	0.0	0.0	0.0024701484192876	0.0
TENM2	2.008531183240489e-05	0.0001113385293474	0.0005944262538925	0.0005078512515288	0.0	0.0004097078094209	1.788014261272828e-05
KCNIP1	2.616189348534686e-05	0.0	0.0001656065937797	0.0	0.0049845624129261	0.0001892167614544	0.0
DUSP1	0.0005520513559318	0.0013298898411747	0.0009949965951298	0.0010421963996272	0.0	0.0001349238572349	0.0025158961287478
STC2	7.022069572126113e-05	6.101098278796798e-06	0.0	0.0033052781382169	0.0	1.496831531572976e-06	0.0
NSG2	0.0017814443032705	0.0	0.0	0.0	0.0	0.0046075973266284	0.0
AC113423.2	0.0	0.0	0.0	0.0	0.0	0.0	9.584441401296233e-05
MSX2	4.254562830552008e-05	0.0004145606987094	0.0	0.0	0.0	0.0002012437947863	0.0
COL23A1	0.0	5.011210094946733e-06	0.0005601266574295	0.0002625098396047	0.0005554556082622	0.0	0.0008746370757514
SQSTM1	0.0003066882292288	0.0012622417969036	0.0016351118459324	0.0030572769958247	0.0006052947078991	0.0	0.0017084941939347
GFPT2	0.0	0.0	0.0034428200587376	0.0004300393744473	0.0	0.0	0.0012304917075031
FOXCUT	0.0	4.0100616562324585e-05	0.0	3.258055916563198e-05	0.000103083879088	0.0	0.0001239984749227
NRN1	0.0	7.810516373234536e-05	0.0	0.0045197649705749	0.0007964441905117	0.0004416967088675	4.7835928889934535e-06
F13A1	0.0	0.0003317624551166	0.0003936672398291	0.0004367222870486	0.0	0.0	0.0006060961405424
ELOVL2	0.0	0.0001288956466693	0.0	0.0	0.0033274789927551	0.0	0.002363462454029
NEDD9	0.0002231051043597	0.0009261830800228	0.000153591025151	0.0010320600775891	0.0022059654406924	0.0	0.0018531813166546
EDN1	1.3664624848412608e-05	0.0001785628983303	0.0	0.0006775774311579	5.254575785472694e-05	0.0001479333886527	3.8978526053081546e-05
CD83	0.0	0.0013517345088199	0.0005715898930083	0.0008398252573572	0.0	8.083011527026336e-05	0.0008324960255851
ID4	0.0005516659258414	0.0048037071783754	0.0	0.0	0.0005610986797009	0.0001846573501688	0.000461888960802
SOX4	0.0025779794861948	0.0	3.981702321981245e-06	0.0001808952340175	5.372062813994823e-05	0.0053051521424799	0.0001093190832929
SCGN	0.0	0.0	0.0	0.0	0.0001417025364351	0.0005173478613973	0.0
HIST1H1A	0.0	5.441167841301653e-06	2.322122307643465e-06	0.0	0.0001374152983386	5.120474903653188e-05	1.277397409864712e-05
HIST1H1C	0.0001897767406714	0.0002424611477986	0.000601778267774	0.0002409280886725	0.0019744786666317	0.0020795359271931	0.0
HIST1H4C	0.0009392702208262	0.0002319573874892	0.0	6.97446499890509e-05	0.0	0.0049415200550668	7.215099956848669e-05
HIST1H2AC	0.000342363305954	0.0007380232066983	0.0010543822723993	0.0004311773147882	0.0018815092110087	0.0011182587124159	0.0003689346754767
HIST1H1E	0.0004909597386489	0.0001645866090624	1.726244516313798e-05	0.0002510934676909	0.0001687343534311	0.0034001995409329	0.0002045339232766
HIST1H2BG	0.0	2.0309101336278746e-05	0.0001203838469729	0.0001232051285551	0.0	0.0023276267004097	2.324285955355535e-05
HIST1H1D	0.0	6.337823809418571e-05	0.0002430101675351	0.0003410088442612	0.0008525281053124	0.0007100587212918	3.0444737806870953e-05
HIST1H2BH	0.0	2.6556905661528636e-05	6.286749882033843e-05	6.176824409982535e-05	0.000215550981105	2.6212603254404294e-05	3.2121179861261355e-05
HIST1H1B	0.0	2.047745568036074e-05	1.0323872423846792e-05	0.0001031747997641	6.0630907441415535e-05	0.0011314759745082	1.8971008445726596e-05
UBD	0.0	0.0007714221379985	0.0	0.0006143653843535	0.0	0.0001110727411322	0.0
HLA-F	0.0	0.0003708725797675	0.0	0.0011072383372975	0.0037704665817015	0.0	0.0004315099998034
HLA-A	0.0001085760527482	0.0004472621510549	0.0005057777956373	0.0021998465348235	0.0048099443298522	0.0	0.0018676841403888
HLA-E	0.0	0.0016832753063781	0.0004958249276769	0.0010408732862745	0.004926869887681	0.0	0.0005222906438997
IER3	0.0	0.0	0.0	0.0005376506825847	0.0	0.0	0.0018432527085722
C6orf15	0.0	0.0	8.14160034440177e-07	0.0	0.0010342493422395	0.0	0.0
HLA-C	4.764754634616735e-05	0.0005657477714038	0.0009613434020785	0.0020612739831727	0.0043107210150761	0.0	0.0016887792978152
HLA-B	0.0	0.0005387365187856	0.0003110625758704	0.0014187707426522	0.0056363536929051	0.0	0.0014573082774822
LTB	3.229136379787556e-05	2.7008316385175023e-05	6.1011549515277875e-05	4.7921799017442736e-05	0.0001296997909937	0.0002236278006274	0.0002678971548264
HSPA1A	0.0019405034332008	0.0004709668151821	0.000886043813285	0.0010134767396302	0.000604585373583	8.735061724927523e-05	0.0002359926887567
HSPA1B	0.000710119373897	0.0004782565389688	0.0008776805594402	0.0024473274925856	0.0010464644113766	0.0001255420054802	1.857826691102925e-05
CFB	0.0	0.0015177341979275	0.0002642302168834	0.000718616282838	0.0	0.0	0.0007141576966354
TNXB	0.0	0.0001498414927409	0.0	0.0	0.0005281224563117	0.0	0.0026420573285886
HLA-DRA	0.0	0.0041668404339075	7.993129013057777e-05	0.0	0.0009600568530642	3.117668748701863e-05	0.0
HLA-DRB5	4.99898642319604e-05	0.0023423768913373	0.0	0.0	0.000487092772643	8.149132262181306e-05	0.0
HLA-DRB1	0.0	0.0036130403333931	0.0	0.0	0.0006715060779878	0.0	0.0
HLA-DQA1	0.0	0.0020829641053442	0.000168315299728	0.0	0.0	0.0001142970780865	0.0
HLA-DQB1	2.152933050655864e-05	0.0010265825642232	0.0003699219653321	0.0	0.0003830774492416	0.0002144424559627	0.0001305160624198
HLA-DQA2	7.501074782074133e-05	0.0015938895429429	0.0	0.0	0.0	4.633118234727262e-05	0.0
PSMB9	0.0	0.0010585354500766	0.0001265260536753	0.000659213797236	0.0040143096425657	0.0	0.00037114076026
TAP1	0.0002743518178122	0.0006232133802581	0.0001939143731888	0.0007839981995031	0.0043677530753085	0.0	0.0006005841829763
HLA-DOA	0.0	0.0024328249468026	0.0	0.0	0.0001886638508569	0.0	0.0
HLA-DPA1	0.0	0.0020338916679128	0.0001155169913373	0.0	0.002116183043834	8.089458321114217e-06	0.0
HLA-DPB1	0.0	0.0021097527833979	9.54149178234111e-05	0.0	0.0017486031915502	3.803542877986635e-05	0.0
RPS10	0.0024661927736118	0.0005913745736131	8.883199467224088e-05	0.0013123405500272	0.00025938590298	0.0030589274468506	0.0005478427440019
BNIP5	0.0	0.0	3.150710325091059e-05	9.5749049762871e-05	1.486905455893602e-05	2.8642945232237616e-05	0.0
CDKN1A	0.0001780775963966	0.0001739467184375	0.0001229363278248	0.0005965453364609	0.0005770139837968	5.436695617048401e-05	0.002232493150527
Z85996.2	0.0	7.53635386510257e-05	0.0	4.748079038340236e-05	7.813724392022911e-06	0.0	0.0
PI16	0.0	0.0016523223467936	0.0	0.0	0.0	4.346462407205016e-05	0.0
PIM1	0.0001396151858928	0.0012151449270982	0.0	0.0011535584849017	0.0001094085658262	0.0004979023160441	0.0013121708631057
DAAM2	0.0001301908855927	0.0023654256964008	0.0	0.0	0.0	0.0002378882942915	0.0
TREM1	0.0	0.0	0.0	0.0034808711115906	0.0	0.0	0.0
VEGFA	0.0	0.0	0.0	0.0058185761818625	0.0008146846148099	0.0	0.0003101668038725
RUNX2	0.0	0.0	0.0005722899347415	0.0003852195673792	0.0	0.0	0.0016361844608915
ENPP5	1.9678287330651937e-05	0.0009004636951508	0.0008790829201436	0.0008699698969769	0.0	0.0	0.0
RCAN2	0.0	0.0	0.0013940349912779	0.0001186255944119	0.0	0.0001300891784901	0.0017619603563242
ANKRD66	0.0	0.0003105355262632	0.0	0.0	5.770875707668233e-06	1.1622645595880752e-05	0.0
ADGRF5	0.0001745253182007	3.355198197099603e-05	7.567084121209552e-07	0.0001355244989583	0.0001813006249391	0.0	0.0
C6orf141	0.0	0.0004135550277895	0.0020123793710664	0.0006340742505122	0.0	0.0	0.0005800178879085
