	T-cell	Cancer-1	Cancer-2	Myeloid-1	Cancer-3	Cancer-4	Oligo	Cancer-5	Myeloid-2	Myeloid-3	Myeloid-4	Cancer-6	Giant Cell Cancer	Cycling	Vasculature-2	Other Immune-1	Vasculature-2.1	Other Immune-2
PODXL	0.0	0.0011438095983546202	0.00031609006936405496	0.0	0.0003099415475907179	0.0008107972296340249	0.0	0.0017085131632277966	0.0	0.0	3.937100653359393e-06	0.0002303819133023454	0.0	0.0	0.0	0.0	0.003343786894565372	0.0
TNFRSF10C	0.0	2.7441144319836318e-05	0.0	9.810029972494755e-05	0.0	0.0003487339649906352	0.0	0.0	0.0	0.0	0.0035210482954945877	0.0	0.0	0.0	0.0	0.0	0.00032489980599018385	0.0
CASS4	0.0004187127050760584	0.0	0.0	0.0009026212042138504	0.0	0.0	0.0	0.0	0.00033319535978173945	0.0010165720596758655	0.0015085991623037694	0.0	0.0	0.0	0.0	0.0	3.143863037602631e-06	9.856722042457876e-05
KNL1	2.080874309822499e-06	0.0	0.0	2.324766373929635e-05	0.0	0.0	0.0	0.0	2.870645991643166e-05	0.0	0.0	0.0005388698025967846	0.0	0.01043252259666743	0.0	0.0	0.0	0.0
RNF149	0.0007019660228974313	1.9930958449814957e-05	7.339771970733289e-05	0.0008873624290184963	0.00012029679506190839	0.00034005013232018194	0.00014014034037039362	0.0	0.0013374788517771976	0.001152637234305217	0.0025725414300638155	2.225758319503301e-05	0.0005674428645669259	0.0	8.550624056072397e-06	0.0004843472597027361	0.0001001333726796883	2.1504290871042075e-05
KCNMB4	0.0	0.00026684385830488616	0.00020888416666607298	4.566847572328287e-05	0.00033646360217353386	0.0007311968468533513	0.0029727073454060755	0.0005216448632691939	0.0	0.0	0.0	0.0005263894151946393	0.0	7.8272504572255e-05	4.4709781493218705e-05	0.0	0.0003470114622225497	0.0
C16orf54	0.0009691133217977546	0.0	0.0	0.0001583726494365858	0.0	0.0	0.0	0.0	0.0	9.697510881422575e-05	0.0009625084812182932	0.0	0.0	0.0	0.0	0.001402988813909384	0.0	0.0006227565709513931
INSM1	0.0	0.0003304933306144861	0.0008909119580523934	0.0	0.00018652129408836674	0.0006195740475307618	0.0	0.0	0.0	0.0	0.0	0.004573699504620607	0.0	0.0007700934871459715	0.0	0.0	0.0	0.0
KIF5C	6.21656928266141e-05	0.0008670284201532021	0.001505528532384018	0.0	0.0008900269068987559	0.0004206761341941825	0.002100397612746148	0.0006369095273402356	0.0	0.0	0.0	0.003035584015291485	0.0	0.00024671862869497476	0.0	1.203416029398346e-05	0.00043516458461928976	0.0
EZR	0.002016594447923073	0.0004308798896560919	0.00013324983632309395	0.00032247231783481004	0.0009236653255865845	5.627371594087745e-05	0.0	0.0014900434591152097	0.0005155652649939316	0.002004091772586198	3.2508644176185383e-05	0.00073182258035131	0.0010798420712882012	0.0013741254158162696	0.00024320189416589572	0.0016375179764957558	0.00027826702073592915	0.000862998265593416
KRT86	0.0006530748876839669	0.0	0.0	0.0	0.0	0.0	3.9386614916773615e-06	0.0	0.0	1.7657022078480155e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013477880596418434
DYSF	0.0	0.0	1.8767252544265731e-07	0.0	0.0	0.0	0.0002466756044159757	0.0001256069673756761	0.0004215725408920267	0.0	0.00284622280543184	0.0	4.072280541049764e-05	2.5164149456011936e-05	5.56814409718324e-05	0.0	0.001469179280231856	0.0
ATP2A3	0.0011634066721057496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.511220287504395e-05	0.0	0.0005731928418129394	0.0	0.0	0.00019509153616555476	0.00010117582696018057	0.00174668312746929	0.0001549968817741273	0.0016957982914604
DLL1	3.746665906130625e-05	0.00020812654101954602	0.0028712241845864402	0.0	0.0	0.0	0.00041722479242977935	0.0	0.0	0.00013242979211222658	0.0	0.0	0.00023677591076841473	0.0	5.747682505898551e-06	0.00014056723474862223	0.0003374412894689841	0.0
ADAM8	0.00046134018509309674	0.0	2.383510698139723e-05	0.0	0.0001870628430049387	0.0	0.0	0.0	0.0013618424289814418	2.036055648350455e-05	0.0016880373458063012	0.0	5.621036435148829e-06	0.0	0.0	0.0	0.0	0.00010619850698647343
KCNJ15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00044985583850893225	0.0	0.0028002066979722173	0.0	0.001746317753117818	0.0	0.0	0.0	0.0	0.0
COTL1	0.0011519577611917046	0.0004790828768197724	0.0002711043832624938	0.0010509112660187381	0.00020976103332464598	0.0002734675437720237	0.0	7.899912007155873e-05	0.0017112770894487106	0.0008784760681308244	0.0013693056007802846	7.618449327792681e-05	0.0003751751656500362	0.0009547370617926364	0.0001361534378455373	0.0	0.0004815616382030726	0.00044070680837084294
ALOX5	0.0	0.0	0.0	0.0009567231668839348	0.0	0.0	0.0	0.0	0.0023919772598642555	0.0	0.001700990337560646	0.0	0.0	0.0	0.0	7.090986681842862e-05	0.0	0.002197048977004156
ADAM28	0.0	0.0	0.0	0.002575474709209516	0.0	0.0	0.0	0.0	0.0009721387418360145	0.0005879245408943714	2.800863900807126e-05	0.0	0.0	0.0	0.0	0.0009236902880298463	0.0	5.555103517936012e-05
ITGAM	1.140924956311461e-05	0.0	0.0	0.0011291534877519048	0.0	1.3953869328192387e-06	0.0	0.0	0.0021807005627514395	0.0	0.0016651155830241307	0.0	0.0	6.192426905461768e-05	0.0	0.0	0.0	0.0008331256540822426
SLC1A3	0.0	0.002996338851922321	0.0008368962701452337	0.002070290530814213	0.001518370235333728	0.0012389367000563657	0.0006621881320583875	0.0017054243132798746	0.00015456532971349152	9.816242554608941e-05	0.0	0.0	0.0005772542940502915	8.059543130664719e-05	7.440637695396478e-05	0.0	0.0	0.0
PRELP	0.0	0.0017929399886793165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00045083293767824285	0.0	0.003355505023146013	5.3892143393370635e-05	7.501239149169135e-05	0.0
LILRB4	0.0	0.0	0.0	0.0028408335586811613	2.2208946101989756e-06	0.0	0.0	0.0	0.0013127134388778673	0.0	0.0	0.0	0.0	0.0	0.0	4.294636605731277e-05	0.0	0.0
AZGP1	0.0	0.00014042824436810011	0.00015197024246157108	0.0	0.0007215164857123876	0.0024848133257450817	0.0002874701457887532	4.4232943464632326e-05	0.0	8.809163088861801e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LDHA	0.0011427318281508575	0.0015179982606018515	1.1399304468383508e-05	0.0003131278892560131	0.004193960451532654	0.0012459471594036444	0.00019516238125008256	0.0015380382763091629	0.0015759592559070352	0.0012770034315680355	0.0003711999800340149	0.0007500475436042429	0.0016197150633313294	0.002174488464700338	0.000651000219978885	0.00013560684812963787	0.0006715328541132052	0.000675899954213533
LOXL2	0.0	0.0	0.0	0.0	0.0016744703420629612	0.0002452878845712965	0.0	0.0	0.0	0.0	0.0	0.0	0.004378319600976775	0.00010433150654440524	0.00013871326769430902	0.0	0.0006684268629637318	0.0
USP53	0.0002634523827896709	0.00023684727142577779	0.0	0.002110284140719659	0.0005112035959139274	0.0007193420903269527	0.00012872097212395593	0.00011740459476486034	0.0	0.0011835263599813807	0.0	4.367227116040156e-05	0.0002586003162086071	0.0	0.0005218170184447249	0.00041226259403995036	0.0008187652014726933	0.00046114300862439207
TNFSF14	0.0007216976416565349	0.0	0.0	0.0	8.14241912378984e-07	0.0	0.0	0.00015817896912329531	9.687090297796624e-05	7.525909931159331e-05	0.0008262793037240113	0.0	1.8241695545005475e-06	0.0	0.0	0.0	0.0	0.00016381804726443004
IER2	0.0007675044609074893	0.00040626692068864356	0.0015297243941525763	0.0008180151264784519	0.000898516023876671	0.0010786021358645099	0.0008686385145374462	0.0009285637529604503	0.0	0.003924318459396936	0.0006790926528089263	0.0005589310407076374	0.0008796319263919576	0.00047700800589107854	0.001362159783907188	0.0016950270713472987	0.0011249674432521751	0.0016085009559307646
SMC4	0.0005824901183822853	0.001009196661031206	0.00011124821129311946	0.00025007308971027894	0.0003380452046135326	0.0009407147218937709	0.00013072729574622097	9.869766451638099e-05	0.0002962548308229276	0.0	6.281445126187228e-05	0.0010200779728532158	0.0009744370758355157	0.007077507155323299	0.00020592961942902854	0.00037202265960061757	0.0002519076528732443	0.0005429677785741224
IFITM3	0.0	0.0010899615873979274	0.0	0.00014642346275777737	0.000270055678223666	0.00018064112937485796	7.621123302372098e-05	0.0022126506972262178	0.0006300220923412186	0.0011505813985703253	0.0007312112483928379	0.0	0.0021324768808079902	0.0	0.0019909987445097884	0.0	0.0018852489391477587	0.00031475554299028214
BIN1	0.0005102031810624021	0.0	0.0005107338546452917	0.0022581182166562168	0.00014271404923742287	0.0004987540132213615	0.0020511675484398985	3.6219577614195958e-06	0.0	0.0001797224306740189	0.0	0.00037694115710747557	0.00026487837103327796	0.0001108936148417085	4.212330345103827e-05	0.0001378139433217659	0.00013468295852601288	0.0
SFRP4	0.0	0.00024670519377064385	0.0	0.0	0.0	0.0013054804403335504	0.0	0.0006067892395446706	0.0	0.0	0.0	0.0001279188782369348	0.002336053258040449	0.0	0.0004933195988575575	4.0931675832980635e-05	0.0	0.0
ARL4C	0.0018988735622821593	0.0008798264177365252	0.0006010567831046294	0.0002818104823200801	0.0023157003597667645	0.0011521530715511775	0.0	0.0006598310003586586	0.0008933141435900471	0.001236404933788051	0.0	0.0008691107046637198	0.0014025729183546783	0.0	0.0	0.00020220541948514774	0.0	4.829423768542812e-05
RBP1	0.0	0.0019044020524868895	0.0	0.0	0.0	0.0021357200938977383	0.0003713360279479097	0.00011707692861687914	2.5640773507687066e-05	0.0	0.0	0.0015725245423385238	0.0004921583964617363	0.00044369154585937996	0.0005889492267548374	0.0	0.00045814497174955263	0.0
CFD	0.0	0.0	0.0	0.000955574219839243	0.0	0.0	0.0	4.9186602283844074e-05	0.0016165551452352234	0.0009295094878656412	0.00042722869949114863	1.847268662113072e-05	0.0	0.0	0.0	0.0	0.0	0.0
CTSW	0.0011517540634369138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003812651456165101
MYT1L	1.5331728788411668e-05	0.0	0.0007290210582945842	0.0	0.0	0.0	0.0	0.0	2.2095807111962755e-05	0.0	2.411497229900472e-05	0.0031544065785825337	0.0	0.0	0.0	0.0	0.0	3.9700252823635226e-05
PTGER2	0.0008946102534667221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004015587660564779	0.0012741620360845166	8.835817681976921e-06	0.0	0.00018869602164690383	0.0	0.0	0.0	0.0	0.00024319172379531404
THSD7A	0.0	0.0009566981749742747	0.0015758564903222208	0.0	0.0	0.00028113636955483847	0.0	0.0007708907524496123	0.0	0.0	0.0	0.0030830450229869066	0.0	0.0	0.0	0.0	0.0007081584460468678	0.0
HK2	1.5128277766057623e-05	0.0	0.0	0.0007940600458006656	0.0025345050937873657	0.0	0.0	0.0	0.0003563415054847072	0.0007458337091085966	0.0007270862523796859	0.0003079041135587433	0.0007434997831881988	0.0	0.0	9.17693121620749e-05	0.0	0.0011636139205193471
SHD	0.0	6.161533675606041e-05	0.002996276973680841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001294263878079974	0.0	0.0007524099790088689	0.0	0.0	0.0	0.0
SELPLG	0.0009039197148452473	0.0	0.0	0.001615309782108128	0.0	0.0	0.0	0.0	0.00047654873432287907	0.0	0.0010755666060809819	0.0	0.0	0.0	0.0	0.0003192453285372832	0.0	6.692109948449487e-05
TM4SF18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3592026284987085e-05	0.0	0.0	0.0	0.0062705471079629324	0.0
CFH	7.184336275019668e-05	0.0005533949639030078	0.0	0.0	0.0	0.0005973812747125675	0.0	0.001153224588313841	4.921543877958391e-05	0.0	0.0	0.0	0.0032044322770145204	0.0	0.000982533711712355	0.0	0.001883897854188273	0.0
SEMA3C	0.0	0.0	0.0	0.0	0.0	0.0029006716685673617	0.0013878609115455895	0.0	0.00026009211493661254	0.0	1.2751241788721217e-05	0.0001669864699733444	0.0007309908651498267	0.0	0.00019937831857470026	1.594148858434481e-05	0.0001497443263810443	0.0
SEPTIN6	0.0014702955735941636	0.000118889021953252	0.0	0.0005236036989671438	0.0	2.3726140076811173e-05	0.0	2.579782552061063e-05	0.0008974610514129714	9.843561421949139e-05	4.911262391929601e-05	0.0007908080418212595	0.00020380168067428482	0.0004475142115306438	0.0004254836935220246	0.0007203228728275381	0.0002744770946967345	0.000481762458921697
IGFBP6	0.0	0.0	0.0	8.927251840709041e-06	0.0	0.003519505688833582	0.0	0.0	0.0	0.0	0.0	2.9684808122745587e-05	0.0007682024210598739	0.0	0.0008663815474873369	0.0	0.00023994059367891105	0.0
PIEZO2	0.0	0.0	0.0	0.0	0.0	0.0	0.003131810276326208	0.0	0.0	0.0	0.0	0.0	0.00048546181608442553	0.0	0.0006783517361362096	3.695550521520145e-05	0.00014589888264843667	2.741859453796519e-05
GLDN	0.0	0.0	0.0	0.001547544854627672	9.61422991484468e-05	0.00036754779322519497	0.001905868184698752	5.5414315867336554e-05	0.00014142159612407187	0.0001485615934762354	0.0	1.0967980705021039e-05	0.0005435765289605679	0.0	0.0	0.0	0.0	0.0
LSP1	0.0009161633862274784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010518128823287763	0.00033195807411935435	0.001714751385060998	0.0	0.00013329078911134532	0.00019219585078364822	0.0	0.0006163242824575705	0.0	1.3104794926669524e-05
HLA-F	0.0019390385941972844	0.000842280819256007	0.0	0.0006316822099665137	0.0	2.5947838129145748e-05	0.00040352161331052184	0.00016591938017876187	0.001073462537444	0.0005213774688324666	0.0007900368623189553	0.0	0.0007621928712962585	0.0002901171908420809	0.0003391908476134895	0.000552872254096648	0.000590690214617463	0.0001824615028163063
DOCK5	0.0	0.0	0.0	0.00033285450110896687	0.0	0.0001743392866984867	0.0021858112803067884	0.0	0.0007570921054127889	0.0002595755127510189	0.001970037789450911	0.0	0.00012771824512979632	0.0	0.0004077739435399318	2.1236743650457746e-05	0.0	0.00040302504905737535
SOX6	0.0	0.0003855997580306733	0.002995401438756238	0.0	0.00085047925787707	0.00019560221700616043	0.0	0.0008165506827803119	0.0	0.0	1.6470770019614637e-06	0.0	7.703106558477151e-06	7.242471585192054e-05	0.00012975302135361856	0.0	0.0	0.0
LAT2	5.986377262255139e-05	0.0	0.0	0.002029307628660884	0.0	1.9763738661471534e-05	0.0	0.0	0.0014307344790674148	0.00020045287684752102	0.001166866659274188	0.0	0.0	0.0002459004730202296	0.0	0.0	0.0	0.0017269577827268053
NEDD9	0.0005471600381940875	0.0013351468603530585	1.1753123497128142e-05	0.0006234580167120198	0.0013458472998988038	0.0005636029792796098	0.0	0.0007554496151041363	0.0	0.002598832158399677	0.0009082677505953148	0.0	0.0	0.0	0.0004314024912505312	0.0007616993965672061	0.0012842255940652967	0.0008289993537192461
AL365361.1	0.0011762953317673082	4.9674402918374316e-05	2.6794968116642264e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003042999817121617	0.0	0.0	0.0	0.0008827488046960458	0.0	0.0
VCAM1	0.00012084552642457903	0.00015381308994583467	0.0	0.0	0.0	0.00094431887543981	0.0	0.0027338375098120773	0.0	9.441736886049652e-05	0.0	0.0	0.00144194866402405	0.0	0.00046124315926949534	3.0788041276561695e-05	0.0002971039388902274	0.0
HLA-DQA2	3.875867939371407e-05	0.0	0.0	0.001042597399588348	0.0	0.0	0.0	0.0	0.0007688448795340882	0.002690035289275222	0.0	0.0	0.0	0.0	0.0	0.0006179202916046989	0.0	0.0
TNFRSF9	0.00083796277290072	0.0	0.0	0.0	0.0	3.4294089343325206e-05	0.0	0.0	5.503232743199935e-05	8.10968230234139e-06	3.30569685370869e-05	0.0	0.00014032998284180072	0.00020487785174495545	0.0	0.0	5.441257333687754e-05	0.0015054541579519042
CRISPLD2	0.0	9.383228467399411e-05	6.568122903497665e-05	0.0	0.0	5.445782941940028e-05	0.0	0.0	4.558074009853422e-05	0.0	0.00206716576190789	0.0	0.003004829269030327	0.0	0.0016565064808240434	0.0	0.0	0.00024310946323782495
APP	1.5212663864084488e-05	0.001970767259773889	0.0017020062306946355	0.0001397978230837669	0.002314381134201024	0.0022353438198953195	0.0019601852000937906	0.0018622897935314233	0.0007241302058224898	0.0	4.659372907029829e-05	0.0015625946761923632	0.0014163517128386134	0.0002905375013998321	0.0008407759071089254	0.000112868423865327	0.001610906375545518	4.816702840602953e-05
ACTN1	5.200677133401852e-05	0.0	0.0	0.0	0.001796666072277931	0.0015125145342998662	0.0	0.002629319672739222	0.0005796657530059368	0.0	0.0013507687124023602	0.0001692436646662949	0.0014908557084018824	0.0011001924526642351	0.0017356633753101477	0.0	0.0005696133631937121	5.9400918220130756e-05
SAA1	0.0	0.0	0.0	0.0	0.0	9.718450930343404e-05	0.0	0.002310476233579972	0.0	5.2023028227868685e-05	0.0	0.0	6.236107697360668e-05	0.0	0.0	0.0	0.0	0.0
LRG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003677783499182353	0.002810384313563583	1.4951240122165164e-05	0.0	6.862613837230441e-06	0.0	4.590473975065464e-05	0.00012087763964468996	5.449764592163881e-05
CERCAM	0.0	0.00012286092854469553	0.00011789621492151981	1.9110670855807756e-05	8.062516737445123e-05	0.0005302315284000397	0.0030997999950531895	0.00016392720529787136	0.0	0.0	0.0	0.0	0.0014923585641491049	0.0	2.770359300348879e-05	0.0003615695350157048	0.0	0.0
PIK3AP1	0.00022076041829619382	0.0	5.5260608124362014e-05	0.0016069014306329579	0.0	0.0	0.0	0.0	0.0017435214202988147	0.0004934696280225041	0.0006551838502413805	0.0	0.0	4.0278184170828954e-05	0.0	0.0002856827952495282	0.0	0.0006939844201053719
XAF1	0.0008684880810401063	0.0011632984844409536	0.0	0.0009639692087936093	9.757428277185143e-06	0.00019020244327366923	5.856867648908752e-06	0.0006714481628016887	0.00030753763740556104	0.000562829037617606	9.921371068193856e-05	0.0	0.000806702367018183	0.0	0.00030417584704914367	7.679478920110305e-05	0.00115791399373032	0.0003104300198486857
RSAD2	0.0004047528135004781	0.0004447414809784544	0.0	0.0005135129522680454	0.0	1.1766527623803684e-05	0.00033281987346890244	0.0002715682676274682	8.113219144089967e-05	0.0001696675557031744	0.0001246565502495363	0.0001855514763163876	0.0004665534441398943	0.0	0.0	0.0	0.00044385806804956245	0.0010620386547306154
CAVIN1	0.0	0.0008735163878054328	0.0	0.0	0.0017838155901928926	0.0017208353244633622	0.0009491463632113462	0.0018967420826307882	0.0	0.0	0.0	0.0	0.0017041522833667246	0.0001623066511064436	0.0021279033399383305	0.0	0.0016308534989389915	0.0012460900889478602
SORT1	0.0	0.0012064363084631094	0.0002556824139127651	0.0009754362455369685	0.000722316673216976	0.0012229228887832599	0.0025929751490592415	0.0012570696542731142	0.0003173160996560301	0.0	0.000528378224849794	0.0005164362798861927	0.0	0.0010344648611850598	0.001420286582353091	0.0	0.0009365627559110845	0.0002929499206879301
CHD7	0.00017655261267791856	0.00081613373054944	0.0026713184943454988	0.0007478556567878049	0.0005173458426059869	0.0003000546850704552	0.000773820660290861	6.404755187357884e-05	0.0	0.0002979165664598141	0.0006412508924120561	0.0018368405646379273	5.027606304016111e-05	0.0005595867296109911	2.944192460311533e-05	0.00033873315518643756	0.00025911099272077207	0.0007074531820598965
TLR4	0.0	0.00035284042046284606	0.0	0.001078748732386175	0.0	0.00019850146135039486	7.359257942991197e-05	0.0004056542976962156	0.0017480207825918963	0.0	0.0021801660067277007	0.0	0.0005143630431159028	0.0	7.799942149293121e-05	0.0	0.0004743875649702094	0.00010388553054600905
STX11	6.946566029210658e-05	0.0	0.0	0.0005325876334560973	0.0	0.0	0.0	0.0	0.00023704661833848006	0.004290658399172289	0.0009516283440327061	0.0	0.0	0.0	0.0	0.0005016460638415293	0.0	0.0004685511913961105
CDH2	0.0	0.0023711969020247564	0.0013192904063781153	0.0	0.0021552992365644298	0.0015993012478651147	0.00021435443184817643	0.0011980477138059129	0.0	0.0	0.0	0.0011729030987930236	0.0	0.0006352575119009591	0.0	0.0	0.0006806190076570729	0.0
PRUNE2	0.0	0.0005608261586874064	0.0007356709621375556	6.112622469892221e-05	0.0012236613254548985	0.0016063563044657126	0.0018688936143486854	0.0021489738586538956	5.118176127766563e-05	0.0	6.284100307081597e-05	0.00039711021651213244	0.0	0.0	0.00032195259357340486	0.0	0.0	0.0
IGHV1-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038491355968970466	0.0	0.0
ANXA3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024268112119584326	0.0	0.0	0.00014018773809967787	0.0	0.0	0.0010234632949467574	0.0008174453219085572
PFKFB3	0.0007496374111468736	0.00020306918275189473	0.00014488558496625114	0.000849192139281842	0.0005168979655520674	0.0009181686207871951	0.0001590444276129253	0.0012684857215193596	0.000625421633211532	0.002500366922666919	0.0010607891247416347	0.00014192616179581233	0.00030673567404653325	0.0	3.191207355486733e-05	2.8127084045950633e-05	0.00010044610633337903	0.00027181585445755203
RASD1	7.278105692301015e-05	0.00010492509989365562	0.000605006628424013	0.0	0.001153193433087513	0.0003445830585514161	6.633767748265668e-05	0.0021457448830062894	7.08276084684381e-05	0.00012277708625532278	0.0	0.0003762531719699743	0.0014366757360686295	0.0	0.00023742624398100201	0.000463130071601107	0.00011351386713990603	4.5314718768966614e-05
TMEM176B	0.0	0.0003074104913290219	0.0	0.0016791555918337574	0.0003074135081602558	0.0008089222826372764	0.0	0.0009513333492189087	0.0018726801733844603	0.0	0.0	4.995841940093818e-05	0.000707003313811339	0.0	0.0	0.0	0.0	0.0005088039369417767
SP140	0.0010486233257114457	0.0	0.0	0.000328114963730695	0.0	0.0	0.0	0.0	0.0002979795082431167	0.0	0.00023886293042863957	0.0	0.0	0.000219247889315539	0.0	0.0009268500798867525	0.0	0.0
MATN2	0.0	0.0023704501978289087	0.00028302024941487535	0.0	0.00017502277627383053	0.0	0.0002642801182626075	0.0025219851394166714	0.0	0.0	0.0	0.0	0.0007177011813188275	0.0	0.0	0.0	0.00029216338512442054	0.0
IRF1	0.0010912639698822328	0.0006345212598565808	4.3045262810081943e-05	0.0	0.0	0.0008581888094834839	0.0005387074855728882	0.0006100897688387096	1.5755218568329025e-05	0.0012420224889394948	0.0010509316387759208	5.73490927964288e-05	0.0004234453808012648	0.0001562322742923143	0.000581830009849539	0.0008620320334796495	0.00044782569272189845	0.0003923089207006808
CSF2RA	0.0	0.0	0.0	0.002233093580603898	0.0	0.0	0.0	0.0	0.0007857878145094984	0.0011059481824173564	0.0007414772095189988	0.0	0.0	0.0	0.0	0.00010411690460430356	0.0	0.0
CFP	5.651921028483789e-05	0.0	2.113306764709845e-05	0.0	0.0	0.0	0.0	0.0	0.0008877327380666284	0.0	0.00223429550415141	2.2379784563462405e-05	0.0	0.0	0.0	0.0	0.0001396117401845129	0.00012991077758820819
TBX21	0.001141629700982527	0.0	3.3029605308472106e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.277559428292343e-05	0.0	0.0
LSAMP	0.0	0.0016403846165169084	0.0025387087829966573	0.0	0.00014233259135169152	0.00045328809594621423	0.0007381238131232628	0.0010362664603805983	0.0	0.0	0.0	0.001691858934117043	0.0	0.0002027920938333254	0.00019328506895028666	0.0	0.0	0.0
AOAH	0.00029297970154296284	0.0	0.0	0.0015645128251429359	0.0	0.0	0.0	0.0	0.0017070968162786755	0.0005853406738862831	0.0006232963093243389	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MT-CO1	0.0024310288516895483	0.0030851500905892423	0.003305353067768634	0.0011556697594409583	0.002937354464473823	0.0020289097579020716	0.0010253439696173458	0.00199403067044728	0.0017718564489574648	0.0040677220687435406	0.0005654928793935818	0.0013245840457704627	0.001852364614489197	0.0006793960613274418	0.0015438696565820411	0.0015091651074479239	0.0014767181353176337	0.002098918215273247
PCDH17	0.0	0.0022085327492473196	0.002206358844056821	0.0	0.0008231421801462263	0.0008310548947279795	0.0010666039594848641	0.0006735734196940461	0.0	0.0	0.0	0.0009959925237518204	0.0	0.000344495878326479	0.0	5.9400108951771596e-05	0.0006716714193939589	0.0
ARHGAP45	0.0013896985951095948	0.0	0.0	0.0012298719111613046	9.23357368873064e-06	0.0	0.0	0.0	0.0010327520395780566	9.15576070810086e-05	0.0008260812189455662	0.0	0.00016352164720578264	9.792176920975317e-05	0.0	0.00020863314699720952	8.17659828712465e-06	0.00011258527442018218
PRKCB	0.0011610635846950866	0.0	0.0003463920258930353	0.0003275176744628478	0.0003957032540805223	0.00036659289974118916	0.0005015543259752884	0.0	0.0007839727791901133	0.0	0.001349429999273692	3.662249909880582e-06	0.0	2.934110427640098e-05	7.766228970989524e-05	0.00103798112895282	0.00010020291749037636	0.001214262428612742
PI3	0.0	0.0	0.0	0.0	0.0009976454467900346	0.0004429726441378198	0.0	0.000230095266456452	0.0	8.037442160678656e-05	0.00041439851357282046	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDH15	0.0	0.0	0.003262842136741451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002514260944643459	0.0	0.0
SOX1	1.9632774532184985e-05	0.0	0.0007991564402980682	0.0	0.00017057719174961327	0.0	0.0	0.0	0.0	0.0	1.9515204462328635e-05	0.001110406201840245	0.0	0.0005598517484120874	0.0	8.764492498067513e-06	1.7482334661986887e-05	0.00010956381038643495
RCAN3	0.00154929158903131	1.9011518694498094e-05	0.0	0.00020679964953461936	0.00014422382134621144	9.074984782163636e-05	0.0003602267015626728	0.0001457488414708427	0.00019462909946104908	0.0	0.0	0.0004103793927681635	0.00022579292258463474	0.0002312505894324298	1.8813104977077555e-05	0.0	0.0	0.0001317166338186337
HMOX1	0.0	0.0	0.0	0.001309167443859818	0.0007781137511743487	2.926479203200693e-05	6.368944674650358e-05	9.959956891654076e-05	0.0012857384221999911	0.0008289811129801279	4.177161653671537e-05	0.0	0.0003775576046412842	0.0	0.0	0.0	0.0	0.0
NCAPG	0.0	0.0	0.0	0.0	0.0	1.4152337023427764e-05	0.0	0.0	0.0	0.0	0.0	0.0010957437772460767	7.02414743144599e-05	0.010610300865415933	0.0	0.0	0.0	0.0
RPS29	0.00246395655725235	0.0005481359944476738	0.001892430195109645	0.0009318129663422136	0.0012715134253470737	0.00046023835738109213	0.000491402749566945	0.0004989191505128789	0.0007550693017719046	0.0012772285583452089	2.1649325887179688e-05	0.00039995273587164776	0.0007587318199069243	0.00046827372387273823	0.0006401810340106832	0.002419911399668119	0.0007186420330104456	0.0015569547311285732
CLEC14A	0.0	0.0	0.0	0.0	0.0	0.0	1.4943566420935482e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006390516549092072	0.0
CEMIP2	0.0014645779104903967	0.0005702494473203873	0.0	0.0	0.00012595988250467977	0.0007537145523134498	0.0	0.0	0.00045199961249254124	0.0006120174153475164	0.0003210352590835439	0.00029187127644481834	0.0008634371046784068	0.0002061941157429326	0.0	0.00011080217907085213	0.0012426245623128624	0.0
ESM1	0.0	0.0	0.0	0.0	0.0	5.267858836560245e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0006256004876365865	0.0	0.00022738812911391064	4.636998531586723e-06	0.00350776517301236	0.0
GRIA4	0.0	0.0016226093531169364	0.0026662547758168837	0.0	0.0	6.010427975630855e-05	0.00042037247357602195	0.0005045367531998054	0.0	0.0	0.0	0.0007171909969573223	2.821544375257775e-05	0.0	0.0	0.0	0.0	0.0
